Regex,Attempt Regex,Positive Strings,Negative Strings
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+1*0+)*|(1+0*1+)*,"[001101, 0010, 0011011]",[00101]
(a|baa)*,((b?aaa*)*)|a*,[],"[aaba, aab, aabab]"
a(a|b)a(a|b)*,aaa|aba,"[aaa, aba]","[aaaa, abab]"
(a|b)(a|b)+aaa+,aba{3},[abaaa],[aa]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01*0)*|(1+0*1*0*1+),"[00, 010101]",[001]
(a|b)*baa(a|b)*b,[ab]*(baa)[a]*b+,[baab],[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0|1|1(0|1)*1|0(0|1)*0,[],"[01, 010]"
a(a|b)a(a|b)*,(aaa|aba)(a|b)(a+b)*,[],"[ababb, aaaaa, aaaab, ababa]"
(a|baa)*,"a?(ba{2,})?",[abaa],[aa]
(a*ba*b)*a*ba*,b(a*|(bb)*)|a*b(a*|(bb)*),"[bbb, ba]",[bab]
(a|(b*bb))*,a*(b*bbb*)*a*(b*bbb*)*a*,"[bbabb, bbabba]",[ba]
(0|1)(0|1)*,(0|1)0*,"[0, 1]","[11, 01]"
(0|1)(0|1)|(0|1)(0|1)(0|1),[0-1][0-1],"[00, 11]","[000, 111]"
(a|baa)*,aa*|baa,"[a, baa]",[ab]
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100),"[000111, 0001]",[0000]
(a*ba*b)*a*ba*,a*(b(bb)*)a*,[ba],[bab]
(0|10*1)*,0*|(0*10*1)*,[],[110]
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*1+)|(0+1*0+),"[001101, 0010]",[00101]
(a*ba*b)*a*ba*,a*(bb)*a*b(bb)*,[],"[bbabb, ba]"
(a|baa)*,a*(baa)*((a)*(baa)*)a*,"[baaabaaa, baaabaa]",[baaabaaab]
(0|1)(0|1)|(0|1)(0|1)(0|1),((0|1)(0|1))(0|1),"[000, 111]","[0000, 1111]"
(a|(b*bb))*,(a*|(bbb)+)*,[],"[bb, b, ba]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111)|(1010100)|(1011101)|(1011110)|(1011011)|(1011000)|(1001001)|(1001010),[000001],"[000000, 00000111111001]"
(a*ba*b)*a*ba*,a*b(a|bb|bab)*,[],"[bba, bb, bbaa]"
(b|(a*aa))*,(b+(aaa*))*,[baa],[a]
(a|baa)*,(a|(baaa))*,[],"[b, baa, baab, ba]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110),"[000111, 00010, 0001]",[0000]
(a|baa)*,"([ab]a{2,})*","[aaa, baa]","[aaab, baab]"
(a|b)*baa(a|b)*b,(a*b*)+(baa)(a*b*)b,[baab],[]
(a|b)(a|b)+aaa+,(aa|ab|ba|bb)a*b*aaa+,"[aaaaabaaa, bbaaabaaa]","[bbaaabaaab, aaaaabaaab]"
(0*10*10*)*|0*,(10*10*)*,[11],[0]
0*10*(10*10*)*,(0*(11)*0*10*),[10],"[101, 1010]"
(a|(b*bb))*,(a)*(bb)*(a)*(bbb)*(bb)*(a)*,"[bbabb, bbabba]",[ba]
1*(01*01*01*01*)*,(1*01*01*01*0)*|1*,[],[00001]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0+)*1|(0+1+)*0,[],"[00, 011, 001, 010]"
(a*ba*b)*a*ba*,(a)*b(a*ba*b)*,[],[ba]
(0|10*1)*,(0*10*10*)|0*,[11],[111]
(a|b)*baa(a|b)*b,a*b*(baa)b*a*b,[baaab],[baaaba]
(a*ba*b)*a*ba*,((a)*b)(((a)*b){2})*,[],[ba]
a*(ba*ba*ba*)*,(a*ba*ba*b)*,[],"[abb, ab, a]"
(0|1)(0|1)*,(1|0)0*1*,"[0, 11, 01, 1]","[110, 010]"
(a|(b*bb))*,a*(bb+)*a*|a*,"[bba, bb]",[ba]
(b|(a*aa))*,(b*aa+b*|b*),"[aa, aab]",[aaba]
(a|(b*bb))*,(a+bbb*)*,[abb],[aba]
(a|(b*bb))*,(a+bbb)*,[],"[abb, aba, ab, a]"
b*a*,(a(a*))|(b(b*))(a*),"[a, b]",[ab]
(a|b)(a|b)+aaa+,(aa|bb|ab|ba)(a*b*)a*b*(aaa),"[bbaaabaaabaaa, aaaaabaaabaaa]","[aaaaabaaabaaaa, bbaaabaaabaaab]"
(a|baa)*,(a*(baa)*),[baa],[baaa]
(0*10*10*)*|0*,0|(11)*,"[0, 11]",[00]
(a*ba*b)*a*ba*,([a]*(b)(bba|abb|bab|bb|a*)*),[],"[bba, bb, bbaa]"
(a*ba*b)*a*ba*,(b(bb)*)|((a*)+b(bb)*),[],"[bb, ba]"
0*10*(10*10*)*,0+10+,[010],[0101]
(0*10*10*)*|0*,0*|(0*|11)*|0*(11)*(0*10*1(0*|11)*)0*|10*110*1|(10*1)0*,"[010111, 01011101101, 0101110]","[010110, 01011]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0*1+)*|(0+1*0+)*|0*|1*,"[01101, 010]",[0101]
(0|10*1)*,((11)|0)*,[],"[1, 10]"
(a|baa)*,(a*|baa),"[a, baa]",[ab]
0*10*(10*10*)*,0*(0*110*)*1(0*110*)*0*,[],"[101, 1010]"
(a|(b*bb))*,(a)*(bb)*(bbb)*(a|bb)*(bbb)*(bb)*(a)*,"[bbabbba, bbabb, bbabbb]",[ba]
(a|(b*bb))*,a*b+b+a*,"[bba, bb]",[ba]
a+b,ab{1},[ab],[aa]
a*(ba*ba*ba*)*,(a*ba*ba*ba*)*,[abbb],[]
(a*ba*b)*a*ba*,(a|bb|bab)*(b)(a|bb|bab)*,[],"[baaba, baab, baabaa]"
(0(0*|1+0)*)|(1(1*|0+1)*),0(0*1+0+)*|1(1*0+1+)*,"[001101, 0010]",[00101011]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+(0|1)*0+)|(1+(0|1)*1+),"[00, 011]",[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+1+0+)*|(1+0+1+)*|0*|1*,"[01101, 010]",[0101]
a*(ba*ba*ba*)*,a*(a*ba*ba*b)*,[],[bbba]
0*10*(10*10*)*,(11)*0*1(11)*0*(11)*|1(11)*0*(11)*0*(11)*|(11)*0*(11)*0*1(11)*|1(11)*0*1(11)*0*1(11)*,"[0101101, 01011, 01011010]","[010111, 01010, 0101110]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1+(0+1+)*|0+(1+0+)*,[],"[01, 010]"
(a|(b*bb))*,bb+|b+b,[bb],[a]
(a|baa)*,"a*(b)a{2,}",[baa],[baab]
b*a*,(()(a+)+)|((b+))+((a*)+),"[a, b]",[ab]
(a*ba*b)*a*ba*,([a]*[b][a]*)([a]*[b][a]*[b][a]*)+,[bbb],[]
(a|b)(a|b)+aaa+,(aa|ab|ba|bb)+(aaa)+,"[bbaaaaaa, bbaaaaa, aaaaaaa, aaaaaaaa]",[]
(a*ba*b)*a*ba*,(bb)*a*b(a)*(bb)*a*,"[abbba, abbb]",[abba]
a(a|b)a(a|b)*,(aaa|aba)b,"[aaab, abab]","[abaa, aaaa]"
(a|b)(a|b)+aaa+,(a|b)(ab)(aaa)a*,"[babaaa, aabaaa]","[aaa, baa]"
(a|(b*bb))*,(a)*(bb+ab+b+bba)*(bb+ba+a+bba)*(bb)*,"[bbabbbbbaabbabbbab, bbabbbba]","[bbabbbbabaabbabbba, ba]"
(a|baa)*,(a)*(b)(a)(a),[baa],[baaa]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(01*0)*0*,"[0100, 010]",[01001]
(a|b)(a|b)+aaa+,(aa|ab|ba|aa)(a|b)*aaa+,"[abaaa, aaaaa]","[aaaaabb, abaaab, aaaaab, abaaabb]"
(0*10*10*)*|0*,(0|11)*,[],"[1, 10]"
(a|baa)*,"a*b(a{2,})",[baa],[baab]
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111),[000001],"[000000, 0000011111101]"
(a*ba*b)*a*ba*,(a*)(b)(a*|(b(a*)b))a*,[ba],[bab]
(a|(b*bb))*,(a)*(bb+b)*(a)*,"[bbba, bbb]",[ba]
(a|b)(a|b)+aaa+,b+a+(aaa)|a+b+(aaa)|b+b+(aaa)|a+a+(aaa),"[aaaaabaabaaaa, aaaaabaaa]","[aaaaabaaabaaaab, aaaaabaaaa, aaaaabaaab]"
b*a*,(a+|(b+a+)),[a],[ab]
(ab|ba)*,(abba)*(ab)*(ba)*(ab)*,[ababbaab],"[aa, ababbaabb]"
(a|baa)*,(a*baaa*)|(a*),[baa],[baab]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0?|0(0*1*)*0|1(1*0*)*1,[0111],[01]
(a*ba*b)*a*ba*,(a)*b(a)*(bb)*(a)*,"[bbba, bbb]",[bba]
a(a|b)a(a|b)*,aaa,[],"[aaab, aaaa]"
(0*10*10*)*|0*,(0*(11)*)*|(10*1)*|(0*(11)*)*|(0*10*1)*|(10*10*)*,[0101011],[01010]
(a|baa)*,(baa+a*)*,[baa],[a]
(0|1)(0|1)*,01*,[0],[00]
(a|b)*baa(a|b)*b,(a*|b*)(baa)+(a*|b*)b,"[abaaab, abaaabb]","[abaaaba, abaaabbbb]"
0*10*(10*10*)*,0*(10*|10*),[1],[11]
0*10*(10*10*)*,(0*(10*1)*0*10*(10*1)*0*),"[1101110, 110111]",[11011101]
(a|(b*bb))*,a*bb(b)*a*,"[bba, bb]",[ba]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0+1+)*|(0+1+0+)*,"[011011, 0100, 01101, 010]",[01001]
(a*ba*b)*a*ba*,a*b(a*bb)*(bba*)*a*,[],"[bba, bb]"
0*10*(10*10*)*,(0*1|1(11)*0*|10*|1(101)*|0*10*|01(11)*|10*(11)*|10*10*1),"[001, 001110101, 00111]","[0011111010110110, 0011111010110111, 0011, 001111101011011]"
(a|(b*bb))*,(a)*(bb+ab+b)*(bb+ba+a)*,[],"[bbabbbbbaabb, bbabbbbbaabbb, bbabbbbbaab, bbabbbbbaabbba, ba]"
(0*10*10*)*|0*,(011)*|(101)*|(011)*,"[011, 01101]",[00]
(a|(b*bb))*,(a*(bb+bbb)*a*)*,[bbbbb],[ba]
(a|baa)*,a*(ba{2})*,[baa],[baaa]
(b|aa*bb)*((aa*(b?))?),b*a*b*|((a*bb+a*)*)?,"[abbabbab, abbabba, abbabb, abbabbb]","[aba, abbab]"
(a*ba*b)*a*ba*,a*ba*(ba*b)*a*(ba*b)*,[bbbabb],[bbbabba]
(a|baa)*,aa*(baaa*)*,[],"[abb, ab]"
a(a|b)a(a|b)*,((aaa)|(aba))a*b*,"[aaa, aba, aaab, abab]","[aaaba, ababa]"
(a*ba*b)*a*ba*,(b{1}a*)|(a*b{1})|(a*b(bb)*),"[abbba, abbb]","[abb, aba]"
(a|baa)*,"b?a{2,}",[aa],[aab]
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001),[000001],"[000000, 000001111101, 0000011111]"
(a|b)(a|b)+aaa+,[ab]{2}a{3},"[bbaaa, aaaaa]","[aaaaaa, bbaaab]"
b*a*,((a)+|b+a*),"[a, b]",[ab]
((a|b)a*ba)*(((a|b)a*b)?),(a|b)b(a(a|b)b)*,"[bb, ab]","[aa, ba]"
(a|b)(a|b)+aaa+,(a|b)(a|b)aaa(a)*,"[bbaaa, aaaaa]","[aaaaab, bbaaab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)0*1*(10))*,[],"[00, 011, 0, 01]"
(a|b)*baa(a|b)*b,a*(baa)+b+,"[baabb, baab]",[baaa]
(0|10*1)*,0*|((10*1)*),"[0, 11]",[01]
(a*ba*b)*a*ba*,((a*(bb))*((a)*b)(a)*(a*(bb))*),[],"[baba, babba]"
(a|b)(a|b)+aaa+,(a|b)(a|b)(ab)*aaa,"[bbaaa, aaaaa]","[aaaaaa, bbaaab]"
(a|b)(a|b)+aaa+,"(aa|bb)(a|b)*a{3,}",[aaaaa],[aaaaab]
(0|1)(0|1)*,(0|1)+(0|1),"[00, 11]",[]
(a|(b*bb))*,(a)*(a+bb)*(a)*(bbb)*(bb)*(a)*,"[abb, abbba, abbb]","[aba, abbbab]"
(0*10*10*)*|0*,(00)*(11)*((01|10)(01|10)),[0101],"[010111, 01011, 0100, 0101110]"
(0|10*1)*,(0?)*((1(0?)*1)?)*(0?)*,"[110, 11]",[1101]
(a|baa)*,a*(b(aa)+)*,[baa],[baab]
(a|b)(a|b)+aaa+,((a|b){2})aaa+,"[bbaaa, aaaaa]","[aaaaab, bbaaab]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10),[10],"[0, 10111]"
(0|1)(0|1)*,[0-1],"[0, 1]","[00, 11]"
a(a|b)a(a|b)*,(aba(a|b)*),[aba],[aa]
(0*10*10*)*|0*,10*0*1,[11],[0]
(a|(b*bb))*,(a*(bb|bbb))*,[abb],[aba]
(a|b)*baa(a|b)*b,[ab]*(baa)b,[baab],[]
(a|(b*bb))*,a*(bb|bbb|bbbb|bbbbb)*a*,"[bba, bb]",[ba]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(0+1*0+)(10)*|(1+0*1+)(01)*,"[010110101, 01010]",[010100]
(a|(b*bb))*,(a|bb)*|a*,[],"[b, ba]"
(0|10*1)*,((0*)1(0*)1(0*))*,[011],[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*|(0+1*0+)*|(1+0*1+)*,"[001101, 0010]",[00101]
(a|b)*baa(a|b)*b,(ab*)+(b+b+a)+(ab*)+(b),[abbaab],[abbaabb]
(a|baa)*,(baa+)*|a*,"[a, baa]",[ab]
(a|baa)*,"(a)*ba{2,}|a*",[baa],[baab]
(a|baa)*,(a*baa(a)*)*,[abaa],[abaab]
(a|baa)*,(a*b)aa+,[baa],[baab]
(a|b)(a|b)+aaa+,(a+|b+)(a+|b+)(aaa+),[aaaaabaaa],"[aaaaabaaaba, aaaaabaaab]"
(a|b)*(bab)(a|b)*,(a|b)*bab(a|b),"[baba, babb]",[]
(0|1)(0|1)|(0|1)(0|1)(0|1),00|01|10|11|111|110|100|000|001|011,"[000, 00, 01, 001, 010]","[0000, 0011]"
(a*ba*b)*a*ba*,a*b(a*ba*b)*,[],[ba]
0*10*(10*10*)*,1(11)*0,[10],[0]
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*|((a|b)a*b)?,[],"[bbabb, abaab, abaabb, abaa, bbabbb, bbab]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111)|(1010100)|(1011101)|(1011110),"[000001, 000001011]",[000000]
0+1*,01*,[0],[00]
(a|b)(a|b)+aaa+,(a|b){3}(a|b)*aaa+,"[bbbaaa, aaaaaa]",[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0*011*100*)*)|((1*100*011*)*)|(0*)|(1*)|((1*10*11*)*)|((0*01*00*)*),"[01101, 010]",[0101]
a*(ba*ba*ba*)*,a*ba*ba*b,[bbb],[bbba]
(a|(b*bb))*,(a|bb)*(bb)*(bbb)*(a|bb)*(bbb)*(bb)*(a|bb)*,[],"[bbbabbbab, ba]"
(b|(a*aa))*,b*aa*ab*,"[aa, aab]",[aaba]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(01))*|(0+(10)*),"[01101, 010]",[0100]
0*10*(10*10*)*,(0*(10*1)*0*(10*1)*0*10*),[1101101],[11011011]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1(01*0)*1)*|(0*(01*0)*0*)*|(0(10*1)*0)*|(1*(10*1)*1*)*,"[0011001111001001011, 001100111100100101, 00110010, 001100110, 0010, 00100, 0011001111001, 0011001111001001]","[001001, 0010010010101, 0010010010101001100]"
a(a|b)a(a|b)*,a(a|b)a,"[aaa, aba]","[aaaa, abab]"
(a|(b*bb))*,((a*)+(bbb*a*))*,"[abb, abba]",[aba]
(a|(b*bb))*,(a*(bbb*)*a*),"[bba, bb]",[ba]
a(a|b)a(a|b)*,(aaa)|(aba),"[aaa, aba]","[aaaa, abab]"
(ab|ba)*,((ab)|(ba)),[ab],"[aa, abb]"
(a*ba*b)*a*ba*,[a]*b(([a]*b){2})*,[],[ba]
(a*ba*b)*a*ba*,a*(ba*b)*ba*,[],"[bba, bb]"
(a*ba*b)*a*ba*,b((a*)(bb))*,[],"[a, ba]"
(a|baa)*,a*((baa)*)|a*,[baa],[baaa]
(0*10*10*)*|0*,0*|(0?10*10*)*,"[00, 011]",[001]
(a*ba*b)*a*ba*,a*b(ba*b)*,[b],[ba]
(a|baa)*,((a)*baa+)+,[baa],[baab]
(0|10*1)*,0*|(0*10*10*),[11],[111]
b*a*,a*|(b*a+),[a],[ab]
(0*10*10*)*|0*,0*|(10*1)*,"[0, 11]",[01]
(a*ba*b)*a*ba*,a*b(ba*ba*)*,[bbb],[ba]
(a*ba*b)*a*ba*,a*ba*(ba*b)*,[bbb],[bbba]
(0*10*10*)*|0*,(11)*|0(11)*|(11)*0|0*|(101)*,"[00, 011, 01101110]","[001, 00111011, 0011101101]"
0*10*(10*10*)*,(0*(10*1)*0*10*),[1101],[11011]
a+b,(a)b,[],[aa]
(a|(b*bb))*,a*bb+bba*,"[bbbba, bbbb]",[ba]
(a|baa)*,"(a+|(b{1}a{2,})+)+",[],"[aba, ab, abab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*)|(0*)|(1+0+1((1+0+1)|(01))*)|(0+1+0((0+1+0)|(10))*),[],"[01011, 0101, 0100, 0101011, 0101010]"
0*10*(10*10*)*,(0*(11)*10*),[10],[101]
(ab|ba)*,(ab)*(ba)*,[aba],"[aa, a]"
(a|baa)*,"([a]+)|(b{1}a{2,})",[a],"[ab, aba]"
(a|(b*bb))*,a,[],[aa]
(a*ba*b)*a*ba*,a*b(a*bb)*(bba*)*,[babbb],"[baba, bab, ba]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*ba)*|((a|b)a*b))?,[],"[bbabb, abaab, abaabb, abaa, bbabbb, bbab]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010),"[001, 00111]",[000]
(a|(b*bb))*,a*(bb+)*a*,"[bba, bb]",[ba]
(a|b)*baa(a|b)*b,[ab]*(baaa*)+b,[baab],[]
(a*ba*b)*a*ba*,(b)((a)*(bb)*)*,[b],[a]
(a|baa)*,(a)*(baa)*(a)*(baa)*,[baaabaa],[baaabaaa]
(a|baa)*,(a*(baa+)a*)*,[abaa],[abaab]
(a|baa)*,(a)*|((b)(aa))*(a)*,[a],"[ab, aba]"
(a|(b*bb))*,(a)*(bb|bbb)*(a)*,"[bba, bb]",[ba]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0|1)*0)|(1(1|0)*1),"[00, 011]",[]
(a|b)*(bab)(a|b)*,(bbab)*(a+b)*bab(a+b)*(babb)*,[abbabababb],"[abbabbabbb, abbaa, abbaba, abbabbabbbba, abbabbabbbb]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000),"[00001, 000010, 0000111]",[00000]
(a*ba*b)*a*ba*,(a|bb)*b,[b],[ba]
0(0|1)*0,0+(0*1*)0+,[0010],[00101]
0*10*(10*10*)*,1(11)*,[1],[0]
(0|1)(0|1)*,(0*1+)+(1*0+)+,[10],[]
(a|(b*bb))*,(a+bb)*a*,[],"[aba, ab]"
(a|b)(a|b)+aaa+,(aa|bb|ba|ab)(a*b*a*)aaaa*,"[aaaaabaaa, bbaaabaaa]","[bbaaabaaab, aaaaabaaab]"
(a|(b*bb))*,(a)*(b*bbb*)*(a)*(b*bbb*)*(a*),"[bbabb, bbabba]",[ba]
(a*ba*b)*a*ba*,(a*)(b)(a*|(b(a*)b))(a*),[ba],[bab]
(b|(a*aa))*,(b*aa+b*)|(b*a+ab*)|b*,"[aa, aab]",[aaba]
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*ba)*)|((a|b)a*b),[],"[bbabb, abaab, abaabb, abaa, bbabbb, bbab]"
(a|b)(a|b)+aaa+,(aa|bb|ba|ab)(a*b*a*b*)aaaa*,"[bbaaabaaabaaa, aaaaabaaabaaa]","[aaaaabaaabaaab, bbaaabaaabaaab]"
a(a|b)a(a|b)*,(aba)+(aaa),[abaaaa],[aa]
1*(01*01*01*01*)*,(1*(0000)*1*)*,[],"[000, 00, 0, 0001]"
(a|(b*bb))*,(bb)*|a*|(bb)*,"[bb, a]",[ab]
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001),"[000111, 00010, 0001]",[0000]
(a|(b*bb))*,(a*(bb|bbb)a*),"[bba, bb, bbb]",[ba]
(a|b)*(bab)(a|b)*,a*b*a*(bab)(a|b)*,[baabab],[baabaa]
(a|(b*bb))*,a*bb(b)*a*|a*,"[bba, bb]",[ba]
(a|b)(a|b)+aaa+,(aa|bb|ab|ba)(a*b*)a*(aaa),"[aaaaabaaa, bbaaabaaa]","[bbaaabaaab, aaaaabaaab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0*1*)*0)|(1(0*1*)1),"[00, 011]",[00110]
0*10*(10*10*)*,(11)*0*1(11)*0*(11)*|1(11)*0*(11)*0*(11)*|(11)*0*(11)*0*1(11)*|0*1(11)*0*1(11)*0*1(11)*0*,"[010101111011011, 01010111, 0101010]","[0101010110110111011, 01010101101101110110, 01010101, 010101011]"
(a*ba*b)*a*ba*,a*b(a|(bb|bab))*,[],"[bba, bb, bbaa]"
(a|(b*bb))*,(bb)*(a)*(bb+b)*(a)*(bb)*,"[abbbabbb, abbbabbbb, abbbabb]",[aba]
(0*10*10*)*|0*,(10*1)*,[],"[0, 1]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(00)|(01)|(10)|(100)|(010)|(001)|(110)|(001)|(101)|(111),"[00, 001, 01, 010]","[000, 0011101]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001),[000001],"[000000, 000001111110100, 00000111111010, 0000011111101]"
(a|b)(a|b)+aaa+,(a*b){3}aaa,[bbbaaa],"[bbbaaaa, bbbaaab]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b)(a?),"[bba, bb, aba, ab]","[abaa, bbab]"
(a|baa)*,(a*)+baa,[baa],[baaa]
(0|10*1)*,(0|11)*,[],"[1, 10]"
(0|10*1)*,(0*)(11)*,[11],[10]
(0*10*10*)*|0*,0*|(0*|11)*|(10*1),[01101],"[01, 010]"
(a*ba*b)*a*ba*,(a|bb)*a*b(a|bb)*,[],"[baba, bab]"
(a*ba*b)*a*ba*,(a)*b(a)*(bb)*,[bbb],[bba]
(a|baa)*,(baa+),[baa],[a]
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010),"[000001, 000001110, 00000111]","[000000, 00000111111]"
(a|baa)*,((a)*baa(a)*)*,[abaa],[abaab]
(0*10*10*)*|0*,0*(10*10*11)*,[1111],[1110]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*0(1+0)+0*,"[0100, 010]",[01001]
(a|(b*bb))*,a*(bbb*),[bb],[ba]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*(100*11*)*|0*(011*00*)*,"[01101, 010]",[0101]
(a|b)*baa(a|b)*b,(a*|b*)a*(baa)a*b*b,"[abaab, abaabaab]",[abaaba]
0*10*(10*10*)*,(11)*0*1(11)*0*(11)*|1(11)*0*(11)*0*(11)*|(11)*0*(11)*0*1(11)*|1(11)*0*1(11)*0*1(11)*0*,"[01011, 0101101010111, 010110101010]","[010111, 01010, 010111010101, 0101110]"
(b|(a*aa))*,(b*(aa)*b*)*,[],"[ab, a]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01+0)*|(101)*|((10)+0*1)*|((01)+1*0)*|0*|1*,"[00, 010010, 01001100111]","[001, 00101010011, 00100]"
